Numero,One_Way_Delay_seg
290,0.000970
291,0.001141
292,0.000923
293,0.000971
294,0.000936
295,0.000996
296,0.000898
297,0.001030
298,0.001154
299,0.000973
300,0.000927
301,0.001051
302,0.000792
303,0.001132
304,0.000613
305,0.000926
306,0.001141
307,0.001168
308,0.000887
309,0.000865
310,0.001152
311,0.000987
312,0.001114
313,0.000911
314,0.001066
315,0.000352
316,0.000855
317,0.000980
318,0.002222
319,0.000988
320,0.000907
321,0.000952
322,0.000933
323,0.001081
324,0.000756
325,0.001019
326,0.000841
327,0.000999
328,0.001384
329,0.000906
330,0.000914
331,0.000867
332,0.000974
333,0.001052
334,0.000828
335,0.001069
336,0.000854
337,0.001040
338,0.000947
339,0.001040
340,0.000972
341,0.000986
342,0.001104
343,0.000480
344,0.000657
345,0.001253
346,0.000938
347,0.000984
348,0.000944
349,0.000932
350,0.001564
351,0.001945
352,0.001207
353,0.001037
354,0.001084
355,0.000951
356,0.000488
357,0.000955
358,0.001018
359,0.000966
360,0.001280
361,0.000993
362,0.101173
363,0.051284
364,0.007807
365,0.001229
366,0.001120
367,0.001231
368,0.001069
369,0.001064
370,0.001067
371,0.000998
372,0.001012
373,0.001200
374,0.000977
375,0.000947
376,0.001297
377,0.001051
378,0.001053
379,0.000899
380,0.000550
381,0.001011
382,0.000927
383,0.000541
384,0.000974
385,0.000982
386,0.001017
387,0.001041
388,0.001020
389,0.001030
390,0.000949
391,0.001116
392,0.001007
393,0.001020
394,0.001123
395,0.000985
396,0.000485
397,0.001086
398,0.000963
399,0.000839
400,0.001072
401,0.001135
402,0.001127
403,0.000691
404,0.000970
405,0.001033
406,0.000898
407,0.001146
408,0.103274
409,0.053057
410,0.005624
411,0.000860
412,0.000986
413,0.001208
414,0.000929
415,0.001026
416,0.001109
417,0.001109
418,0.000926
419,0.001085
420,0.001008
421,0.001119
422,0.001145
423,0.000881
424,0.000936
425,0.001017
426,0.000917
427,0.001033
428,0.000922
429,0.000890
430,0.000533
431,0.000997
432,0.001075
433,0.000913
434,0.000993
435,0.000948
436,0.000353
437,0.000686
438,0.001017
439,0.000970
440,0.001102
441,0.000992
442,0.000653
443,0.000767
444,0.000953
445,0.000931
446,0.000986
447,0.000868
448,0.000987
449,0.103162
450,0.053066
451,0.005874
452,0.000988
453,0.000947
454,0.003961
455,0.000955
456,0.000929
457,0.001112
458,0.000951
459,0.001127
460,0.000922
461,0.000954
462,0.000402
463,0.000401
464,0.000410
465,0.000457
466,0.000397
467,0.000426
468,0.000427
469,0.000654
470,0.001109
471,0.000902
472,0.001037
473,0.001049
474,0.001046
475,0.001153
476,0.000985
477,0.000585
478,0.001161
479,0.000963
480,0.000989
481,0.000974
482,0.000498
483,0.000944
484,0.000919
485,0.001181
486,0.000961
487,0.000954
488,0.001022
489,0.000923
490,0.001429
491,0.001071
492,0.000437
493,0.000868
494,0.001071
495,0.000979
496,0.000921
497,0.001052
498,0.001000
499,0.001112
500,0.000930
501,0.001059
502,0.000466
503,0.000994
504,0.000993
505,0.001136
506,0.000966
507,0.001133
508,0.000945
509,0.001037
510,0.000851
511,0.001030
512,0.001079
513,0.000998
514,0.001009
515,0.001128
516,0.001127
517,0.000513
518,0.001039
519,0.001096
520,0.002010
521,0.000982
522,0.000592
523,0.000930
524,0.001191
525,0.000887
526,0.001044
527,0.000927
528,0.000825
529,0.000971
530,0.000987
531,0.001090
532,0.000999
533,0.001154
534,0.000987
535,0.000901
536,0.001030
537,0.000905
538,0.000953
539,0.001067
540,0.001010
541,0.001146
542,0.000671
543,0.000804
544,0.000897
545,0.001282
546,0.001037
547,0.000926
548,0.000407
549,0.001294
550,0.001110
551,0.000957
552,0.000966
553,0.001571
554,0.000984
555,0.000879
556,0.000995
557,0.000936
558,0.000641
559,0.000883
560,0.000935
561,0.000389
562,0.000694
563,0.001146
564,0.001141
565,0.001122
566,0.001071
567,0.000929
568,0.001063
569,0.001143
570,0.000844
571,0.000962
572,0.000961
573,0.001095
574,0.001212
575,0.001122
576,0.001014
577,0.001057
578,0.000996
579,0.000981
580,0.000846
581,0.000357
582,0.000848
583,0.000636
584,0.001087
585,0.000850
586,0.002902
587,0.001064
588,0.000986
589,0.000918
590,0.000991
591,0.001023
592,0.001022
593,0.000917
594,0.001056
595,0.000991
