Numero,One_Way_Delay_seg
338,0.001033
339,0.001037
340,0.001283
341,0.001363
342,0.001188
343,0.001107
344,0.001354
345,0.001021
346,0.001328
347,0.001019
348,0.000932
349,0.001111
350,0.000967
351,0.001051
352,0.000920
353,0.001102
354,0.001022
355,0.153510
356,0.103359
357,0.053115
358,0.005633
359,0.000971
360,0.000939
361,0.001018
362,0.001046
363,0.111172
364,0.064315
365,0.014121
366,0.000973
367,0.001111
368,0.000568
369,0.001146
370,0.103782
371,0.053338
372,0.006197
373,0.000448
374,0.000590
375,0.001041
376,0.000993
377,0.000972
378,0.000962
379,0.001100
380,0.000953
381,0.001334
382,0.000906
383,0.001078
384,0.001097
385,0.109617
386,0.059686
387,0.009479
388,0.001107
389,0.001235
390,0.000924
391,0.000966
392,0.001073
393,0.001064
394,0.001171
395,0.001327
396,0.002158
397,0.001113
398,0.001114
399,0.001181
400,0.001321
401,0.001173
402,0.000972
403,0.001164
404,0.001010
405,0.001027
406,0.001043
407,0.000958
408,0.000993
409,0.001087
410,0.001724
411,0.000986
412,0.000917
413,0.000465
414,0.001160
415,0.000858
416,0.001177
417,0.001057
418,0.001383
419,0.000992
420,0.000996
421,0.001224
422,0.000930
423,0.001231
424,0.001068
425,0.000963
426,0.001323
427,0.001245
428,0.001025
429,0.001897
430,0.001297
431,0.000985
432,0.001434
433,0.001312
434,0.001028
435,0.001262
436,0.000977
437,0.001098
438,0.001010
439,0.001002
440,0.001250
441,0.000988
442,0.001044
443,0.001052
444,0.001151
445,0.001116
446,0.001156
447,0.000466
448,0.000871
449,0.001099
450,0.001157
451,0.000986
452,0.001375
453,0.001010
454,0.001031
455,0.001208
456,0.000970
457,0.001147
458,0.001086
459,0.001092
460,0.001334
461,0.001156
462,0.001090
463,0.000393
464,0.000495
465,0.000497
466,0.000526
467,0.000424
468,0.000920
469,0.001113
470,0.000940
471,0.001094
472,0.001041
473,0.001307
474,0.000996
475,0.000990
476,0.000992
477,0.000983
478,0.001215
479,0.103269
480,0.053062
481,0.005735
482,0.000981
483,0.000933
484,0.103395
485,0.053356
486,0.006038
487,0.000623
488,0.001218
489,0.000971
490,0.001067
491,0.000967
492,0.051339
493,0.007252
494,0.000420
495,0.001172
496,0.001016
497,0.000956
498,0.001121
499,0.001271
500,0.001061
501,0.001279
502,0.001202
503,0.000995
504,0.001199
505,0.000916
506,0.001304
507,0.103560
508,0.053356
509,0.006469
510,0.001071
511,0.001042
512,0.000982
513,0.000993
514,0.000978
515,0.000885
516,0.001325
517,0.000961
518,0.001295
519,0.001010
520,0.000872
521,0.000843
522,0.001271
523,0.001006
524,0.001104
525,0.051238
526,0.008323
527,0.001219
528,0.000990
529,0.000950
530,0.001223
531,0.000926
532,0.103278
533,0.053321
534,0.006253
535,0.001025
536,0.000902
537,0.001016
538,0.001042
539,0.000968
540,0.001282
541,0.001580
542,0.001343
543,0.001020
544,0.103056
545,0.052857
546,0.010201
547,0.153992
548,0.103809
549,0.053493
550,0.006624
551,0.001038
552,0.001108
553,0.001103
554,0.001042
555,0.000990
556,0.001336
557,0.001040
558,0.103405
559,0.053201
560,0.005720
561,0.001308
562,0.001220
563,0.001034
564,0.001299
565,0.002615
566,0.000926
567,0.001283
568,0.153873
569,0.103723
570,0.053431
571,0.006220
572,0.000964
573,0.000427
574,0.001085
575,0.051333
576,0.009895
577,0.140036
578,0.089834
579,0.038176
580,0.000803
581,0.000935
582,0.000956
583,0.001029
584,0.001216
585,0.001158
586,0.000475
587,0.001138
588,0.102958
589,0.052883
590,0.005229
591,0.001071
592,0.001303
593,0.001071
594,0.001131
595,0.000969
